sku,product_name,product_name_ar,price,processed_product_name,processed_product_name_ar,combined_master_name,master_dosage,master_form
1816,CLOZAPEX 25 MG 50 TAB,كلوزابكس 25 مجم 50 قرص,50.0,clozapex 25 mg 50 tablet,كلوزابكس 25 mg 50 tablet,كلوزابكس 25 مجم 50 قرص CLOZAPEX 25 MG 50 TAB,25MG,
1817,X-TENSION PLUS 150MG/12.5 MG 28 TAB,اكس تينشن بلس 150/12.5مجم 28 قرص,76.0,xtension plus 150mg125 mg 28 tablet,اكس تينشن بلس 150125مجم 28 tablet,اكس تينشن بلس 150/12.5مجم 28 قرص X-TENSION PLUS 150MG/12.5 MG 28 TAB,150MG,
1834,FORTYMOX PLUS EYE DROP 5 ML,فورتيموكس بلس قطرة عين 5 مل,39.0,fortymox plus eye drops 5 ml,فورتيموكس بلس drops عين 5 ml,فورتيموكس بلس قطرة عين 5 مل FORTYMOX PLUS EYE DROP 5 ML,5ML,
1837,DIABETONORM 45 MG 15 TAB,ديابيتونورم 45 مجم 15 قرص,38.0,diabetonorm 45 mg 15 tablet,ديابيتونورم 45 mg 15 tablet,ديابيتونورم 45 مجم 15 قرص DIABETONORM 45 MG 15 TAB,45MG,
1844,SWEETAL 1 GM 75 SACHETS,سويتال 1 جم 75 كيس,85.0,sweetal 1 gm 75 sachets,سويتال 1 g 75 كيس,سويتال 1 جم 75 كيس SWEETAL 1 GM 75 SACHETS,1G,
924,DANTRELAX COMPOUND 30 CAP,دانتريلاكس مركب 30 كبسولة,153.0,dantrelax compound 30 capsule,دانتريلاكس مركب 30 capsule,دانتريلاكس مركب 30 كبسولة DANTRELAX COMPOUND 30 CAP,,
925,GLIPTUS 50 MG 30 TAB,جليبتس 50 مجم 30 قرص,151.5,gliptus 50 mg 30 tablet,جليبتس 50 mg 30 tablet,جليبتس 50 مجم 30 قرص GLIPTUS 50 MG 30 TAB,50MG,
927,NEVILOB 2.50 MG 14 TAB,نيفيلوب 2.5 مجم 14 قرص,46.0,nevilob 250 mg 14 tablet,نيفيلوب 25 mg 14 tablet,نيفيلوب 2.5 مجم 14 قرص NEVILOB 2.50 MG 14 TAB,2.50MG,
1861,NERHASILDA 75 MG 8 O.D.F,نيرهاسيلدا 75 مجم 8 فيلم سريع الذوبان بالفم,64.0,nerhasilda 75 mg 8 odf,نيرهاسيلدا 75 mg 8 فيلم سريع الذوبان بالفم,نيرهاسيلدا 75 مجم 8 فيلم سريع الذوبان بالفم NERHASILDA 75 MG 8 O.D.F,75MG,
1863,STROKA 75 MG 30 TAB,ستروكا 75 مجم 30 قرص,145.0,stroka 75 mg 30 tablet,ستروكا 75 mg 30 tablet,ستروكا 75 مجم 30 قرص STROKA 75 MG 30 TAB,75MG,
936,ATOREZA 10 MG/40 28 TAB,اتوريزا 10/40 مجم 28 قرص,210.0,atoreza 10 mg 40 28 tablet,اتوريزا 1040 mg 28 tablet,اتوريزا 10/40 مجم 28 قرص ATOREZA 10 MG/40 28 TAB,10MG,
938,BONE CARE 1 MCG 30 CAP,بون كير 1 مكجم 30 كبسولة,132.0,bone care 1 mcg 30 capsule,بون كير 1 مكجم 30 capsule,بون كير 1 مكجم 30 كبسولة BONE CARE 1 MCG 30 CAP,1MCG,
941,ORCHADEXOLINE EYE DROPS 5 ML,اوركاديكسولين قطرة عين 5 مل,17.5,orchadexoline eye drops 5 ml,اوركاديكسولين drops عين 5 ml,اوركاديكسولين قطرة عين 5 مل ORCHADEXOLINE EYE DROPS 5 ML,5ML,DROPS
950,LASILACTONE 50 MG 30 TAB,لازيلاكتون 20/50 مجم 30 قرص,67.5,lasilactone 50 mg 30 tablet,لازيلاكتون 2050 mg 30 tablet,لازيلاكتون 20/50 مجم 30 قرص LASILACTONE 50 MG 30 TAB,50MG,
1885,TADANERFI 20 MG 4 O.D.F,تادانيرفي 20 مجم 4 فيلم سريع الذوبان بالفم,90.0,tadanerfi 20 mg 4 odf,تادانيرفي 20 mg 4 فيلم سريع الذوبان بالفم,تادانيرفي 20 مجم 4 فيلم سريع الذوبان بالفم TADANERFI 20 MG 4 O.D.F,20MG,
1889,LACRITEARS 0.5% EYE DROPS 15 ML,لاكريتيرز قطرة عين 15 مل,49.0,lacritears 05% eye drops 15 ml,لاكريتيرز drops عين 15 ml,لاكريتيرز قطرة عين 15 مل LACRITEARS 0.5% EYE DROPS 15 ML,0.5%,DROPS
1904,DILATROL 25 MG 30 TAB,ديلاترول 25 مجم 30 قرص,52.5,dilatrol 25 mg 30 tablet,ديلاترول 25 mg 30 tablet,ديلاترول 25 مجم 30 قرص DILATROL 25 MG 30 TAB,25MG,
1905,GAROPRIDE 50 MG 30 TAB,جاروبرايد 50 مجم 30 قرص,63.0,garopride 50 mg 30 tablet,جاروبرايد 50 mg 30 tablet,جاروبرايد 50 مجم 30 قرص GAROPRIDE 50 MG 30 TAB,50MG,
980,LARYPRO 20 LOZENGES,لارى برو 20 قرص,44.0,larypro 20 lozenges,لارى برو 20 tablet,لارى برو 20 قرص LARYPRO 20 LOZENGES,,
990,TORSERETIC 20 MG 30 TAB,تورسيريتك 20 مجم 30 قرص,123.0,torseretic 20 mg 30 tablet,تورسيريتك 20 mg 30 tablet,تورسيريتك 20 مجم 30 قرص TORSERETIC 20 MG 30 TAB,20MG,
992,PLETAAL 100 MG 20 TAB,بليتال 100 مجم 20 قرص,144.0,pletaal 100 mg 20 tablet,بليتال 100 mg 20 tablet,بليتال 100 مجم 20 قرص PLETAAL 100 MG 20 TAB,100MG,
993,SOFENACIN 5 MG 30 TAB,سوفيناسين 5 مجم 30 قرص,141.0,sofenacin 5 mg 30 tablet,سوفيناسين 5 mg 30 tablet,سوفيناسين 5 مجم 30 قرص SOFENACIN 5 MG 30 TAB,5MG,
994,FASTCURE 40 MG 14 CAP,فاست كيور 40 مجم 14 كبسول,58.0,fastcure 40 mg 14 capsule,فاست كيور 40 mg 14 كبسول,فاست كيور 40 مجم 14 كبسول FASTCURE 40 MG 14 CAP,40MG,
998,THROMBEXX DNA GEL 40 GM,ثرومبكس جيل 40 جم,52.5,thrombexx dna gel 40 gm,ثرومبكس جيل 40 g,ثرومبكس جيل 40 جم THROMBEXX DNA GEL 40 GM,40G,GEL
2004,DULOXEPRIN 60 MG 28 CAP,دولوكسبرين 60 مجم 28 كبسولة,162.0,duloxeprin 60 mg 28 capsule,دولوكسبرين 60 mg 28 capsule,دولوكسبرين 60 مجم 28 كبسولة DULOXEPRIN 60 MG 28 CAP,60MG,
2006,ALTIAZEM 60 MG 40 TAB,التيازيم 60 مجم 40 قرص,46.0,altiazem 60 mg 40 tablet,التيازيم 60 mg 40 tablet,التيازيم 60 مجم 40 قرص ALTIAZEM 60 MG 40 TAB,60MG,
1941,MEGAFEN 30 TAB,ميجافين 30 قرص,39.0,megafen 30 tablet,ميجافين 30 tablet,ميجافين 30 قرص MEGAFEN 30 TAB,,
2013,NOVISTORIC 20 MG 14 TAB,نوفيستوريك 20 مجم 14 قرص,53.0,novistoric 20 mg 14 tablet,نوفيستوريك 20 mg 14 tablet,نوفيستوريك 20 مجم 14 قرص NOVISTORIC 20 MG 14 TAB,20MG,
2036,ALPHANOVA PLUS EYE DROPS 5 ML,الفانوفا بلس قطرة عين 5 مل,50.0,alphanova plus eye drops 5 ml,الفانوفا بلس drops عين 5 ml,الفانوفا بلس قطرة عين 5 مل ALPHANOVA PLUS EYE DROPS 5 ML,5ML,DROPS
1969,DEPRAM 20 MG 20 TAB,ديبرام 20 مجم 20 قرص,84.0,depram 20 mg 20 tablet,ديبرام 20 mg 20 tablet,ديبرام 20 مجم 20 قرص DEPRAM 20 MG 20 TAB,20MG,
2041,PROTOFIX 20 MG 14 TAB,بروتوفيكس 20 مجم 14 قرص,62.0,protofix 20 mg 14 tablet,بروتوفيكس 20 mg 14 tablet,بروتوفيكس 20 مجم 14 قرص PROTOFIX 20 MG 14 TAB,20MG,
1979,CHOLEROSE 5 MG 14 TAB,كوليروز 5 مجم 14 قرص,58.0,cholerose 5 mg 14 tablet,كوليروز 5 mg 14 tablet,كوليروز 5 مجم 14 قرص CHOLEROSE 5 MG 14 TAB,5MG,
2064,ATACAND 4 MG 14 TAB,اتاكاند 4 مجم 14 قرص,39.75,atacand 4 mg 14 tablet,اتاكاند 4 mg 14 tablet,اتاكاند 4 مجم 14 قرص ATACAND 4 MG 14 TAB,4MG,
1999,ITOMASH 50 MG 30 TAB,ايتوماش 50 مجم 30 قرص,39.0,itomash 50 mg 30 tablet,ايتوماش 50 mg 30 tablet,ايتوماش 50 مجم 30 قرص ITOMASH 50 MG 30 TAB,50MG,
3009,VAPOZOL INHALAR SOLUTION 30 ML,فابوزول محلول استشاق 30 مل,19.5,vapozol inhalar solution 30 ml,فابوزول solution استشاق 30 ml,فابوزول محلول استشاق 30 مل VAPOZOL INHALAR SOLUTION 30 ML,30ML,SOLUTION
2080,RHEUMARENE 75 MG/3 ML I.M 3 AMP.,رومارين 75 مج 3 امبول,27.0,rheumarene 75 mg 3 ml im 3 ampoule,رومارين 75 مج 3 ampoule,رومارين 75 مج 3 امبول RHEUMARENE 75 MG/3 ML I.M 3 AMP.,75MG,
2082,BENOX 0.4% EYE DROPS 10 ML,بينوكس 0.4% قطرة عين 10 مل,23.0,benox 04% eye drops 10 ml,بينوكس 04% drops عين 10 ml,بينوكس 0.4% قطرة عين 10 مل BENOX 0.4% EYE DROPS 10 ML,0.4%,DROPS
3021,IMMULANT 20 CAP,اميولانت 20 كبسولة,30.0,immulant 20 capsule,اميولانت 20 capsule,اميولانت 20 كبسولة IMMULANT 20 CAP,,
2097,ROYAL REGIME TEA 25 FILTER,شاى ريجيم رويال 25 فلتر,25.0,royal regime tea 25 filter,شاى ريجيم رويال 25 فلتر,شاى ريجيم رويال 25 فلتر ROYAL REGIME TEA 25 FILTER,,
2104,DIFLUSTERO 0.05% EYE EMULSION 5 ML,ديفلوستيرو 0.05 % قطرة عين 5 مل,45.0,diflustero 005% eye emulsion 5 ml,ديفلوستيرو 005 % drops عين 5 ml,ديفلوستيرو 0.05 % قطرة عين 5 مل DIFLUSTERO 0.05% EYE EMULSION 5 ML,0.05%,
2106,ALLERBAN S.R 2 MG 20 TAB,الليربان اس.ار 2 مجم 20 قرص,24.0,allerban sr 2 mg 20 tablet,الليربان اسار 2 mg 20 tablet,الليربان اس.ار 2 مجم 20 قرص ALLERBAN S.R 2 MG 20 TAB,2MG,
2121,DEPAKINE 5.76 MG SYRUP 125 ML,ديباكين 57.64 مجم / مل شراب 125 مل,36.5,depakine 576 mg syrup 125 ml,ديباكين 5764 mg ml syrup 125 ml,ديباكين 57.64 مجم / مل شراب 125 مل DEPAKINE 5.76 MG SYRUP 125 ML,5.76MG,SYRUP
2128,BIOTIN FORTE 5 MG 60 CAP,بيوتين فورت 5 مجم 60 كبسولة,78.0,biotin forte 5 mg 60 capsule,بيوتين فورت 5 mg 60 capsule,بيوتين فورت 5 مجم 60 كبسولة BIOTIN FORTE 5 MG 60 CAP,5MG,
2137,CALCIUM-D3 F 30 TAB,كالسيوم دي 3 اف 30 قرص,51.0,calciumd3 f 30 tablet,كالسيوم دي 3 اف 30 tablet,كالسيوم دي 3 اف 30 قرص CALCIUM-D3 F 30 TAB,,
2155,EPICOTIL 20 MG 10 TAB,ابيكوتيل 20 مجم 10 قرص,28.5,epicotil 20 mg 10 tablet,ابيكوتيل 20 mg 10 tablet,ابيكوتيل 20 مجم 10 قرص EPICOTIL 20 MG 10 TAB,20MG,
3098,AMIGRAWEST 2.50 MG 4 TAB,اميجراويست 2.5 مجم 4 قرص,39.0,amigrawest 250 mg 4 tablet,اميجراويست 25 mg 4 tablet,اميجراويست 2.5 مجم 4 قرص AMIGRAWEST 2.50 MG 4 TAB,2.50MG,
3132,DOLCYL 4 MG 30 TAB,دولسيل 4 مجم 30 قرص,51.0,dolcyl 4 mg 30 tablet,دولسيل 4 mg 30 tablet,دولسيل 4 مجم 30 قرص DOLCYL 4 MG 30 TAB,4MG,
2209,HISTAZINE SYRUP MG 100 ML,هيستازين-1 0.1 % شراب 100 مل,23.0,histazine syrup mg 100 ml,هيستازين1 01 % syrup 100 ml,هيستازين-1 0.1 % شراب 100 مل HISTAZINE SYRUP MG 100 ML,0.1%,SYRUP
3181,BRONCHOPRO 15 MG/5 ML SYRUP 100 ML,برونكوبرو 7.5مجم/مل نقط بالفم 30 مل,19.5,bronchopro 15 mg 5 ml syrup 100 ml,برونكوبرو 75مجم ml نقط بالفم 30 ml,برونكوبرو 7.5مجم/مل نقط بالفم 30 مل BRONCHOPRO 15 MG/5 ML SYRUP 100 ML,15MG,SYRUP
3183,ALOEKITA DS DA SHAMPOO 250 ML,الوكيتا دى اس شامبو 250 مل,199.0,aloekita ds da shampoo 250 ml,الوكيتا دى اس شامبو 250 ml,الوكيتا دى اس شامبو 250 مل ALOEKITA DS DA SHAMPOO 250 ML,250ML,
2258,ALVEOLIN-P SYRUP 100 ML,الفيولين-بى شراب 100 مل,50.0,alveolinp syrup 100 ml,الفيولينبى syrup 100 ml,الفيولين-بى شراب 100 مل ALVEOLIN-P SYRUP 100 ML,100ML,SYRUP
3198,DIBAVALLY 50 MG 28 TAB,ديبافالي 50 مجم 28 قرص,116.0,dibavally 50 mg 28 tablet,ديبافالي 50 mg 28 tablet,ديبافالي 50 مجم 28 قرص DIBAVALLY 50 MG 28 TAB,50MG,
2285,GRALIPENTIN XR 300 MG 30 TAB,جراليبنتين اكس آر 300 مجم 30 قرص,135.0,gralipentin xr 300 mg 30 tablet,جراليبنتين اكس آر 300 mg 30 tablet,جراليبنتين اكس آر 300 مجم 30 قرص GRALIPENTIN XR 300 MG 30 TAB,300MG,
2296,X-TENSION 150 MG 28 TAB,اكس تينشن 150 مجم 28 قرص,72.0,xtension 150 mg 28 tablet,اكس تينشن 150 mg 28 tablet,اكس تينشن 150 مجم 28 قرص X-TENSION 150 MG 28 TAB,150MG,
2341,X-TENSION 300 MG 28 TAB,اكس تينشن 300 مجم 28 قرص,102.0,xtension 300 mg 28 tablet,اكس تينشن 300 mg 28 tablet,اكس تينشن 300 مجم 28 قرص X-TENSION 300 MG 28 TAB,300MG,
2355,OFUSIDIC 1% EYE DROPS 5 GM,اوفيوسيديك قطرة لزجة للعين 5 مل,18.0,ofusidic 1% eye drops 5 gm,اوفيوسيديك drops لزجة للعين 5 ml,اوفيوسيديك قطرة لزجة للعين 5 مل OFUSIDIC 1% EYE DROPS 5 GM,1%,DROPS
2359,ABIMOL 300 MG 5 RECTAL SUPP.,ابيمول 300 مجم 5 اقماع,15.0,abimol 300 mg 5 rectal supp,ابيمول 300 mg 5 اقماع,ابيمول 300 مجم 5 اقماع ABIMOL 300 MG 5 RECTAL SUPP.,300MG,
2374,ZESTRIL 20 MG 10 TAB,زيستريل 20 مجم 10 اقراص,52.0,zestril 20 mg 10 tablet,زيستريل 20 mg 10 tablet,زيستريل 20 مجم 10 اقراص ZESTRIL 20 MG 10 TAB,20MG,
2385,FOLICAP 2.50 MG 24 CAP,فوليكاب 2.5 مجم 24 كبسولة,22.0,folicap 250 mg 24 capsule,فوليكاب 25 mg 24 capsule,فوليكاب 2.5 مجم 24 كبسولة FOLICAP 2.50 MG 24 CAP,2.50MG,
3329,DORMIVAL 20 CAP,دورميفال 20 كبسولة,30.0,dormival 20 capsule,دورميفال 20 capsule,دورميفال 20 كبسولة DORMIVAL 20 CAP,,
3343,BACTICLOR 125 MG SUSP. 60 ML,بكتيكلور 125مجم/5مل شراب معلق 60 مل,73.0,bacticlor 125 mg suspension 60 ml,بكتيكلور 125مجم5مل syrup suspension 60 ml,بكتيكلور 125مجم/5مل شراب معلق 60 مل BACTICLOR 125 MG SUSP. 60 ML,125MG,
2414,BRADIPECT 7.50 MG 28 TAB,براديبيكت 7.5 مجم 28 قرص,176.0,bradipect 750 mg 28 tablet,براديبيكت 75 mg 28 tablet,براديبيكت 7.5 مجم 28 قرص BRADIPECT 7.50 MG 28 TAB,7.50MG,
2429,ALLERBAN 1MG/5ML SYRUP 100 ML,الليربان 1مجم/5مل شراب 100 مل,21.0,allerban 1mg5ml syrup 100 ml,الليربان 1مجم5مل syrup 100 ml,الليربان 1مجم/5مل شراب 100 مل ALLERBAN 1MG/5ML SYRUP 100 ML,1MG,SYRUP
3369,DENSITIN 30 CAP,دينستين 30 كبسول,96.0,densitin 30 capsule,دينستين 30 كبسول,دينستين 30 كبسول DENSITIN 30 CAP,,
2441,DOGMATIL FORT 200 MG 10 CAP,دوجماتيل فورت 200 مجم 10 قرص,26.0,dogmatil fort 200 mg 10 capsule,دوجماتيل فورت 200 mg 10 tablet,دوجماتيل فورت 200 مجم 10 قرص DOGMATIL FORT 200 MG 10 CAP,200MG,
3381,URIPAN 0.1% SYRUP 120 ML,يوريبان 0.1 % شراب 120 مل,28.0,uripan 01% syrup 120 ml,يوريبان 01 % syrup 120 ml,يوريبان 0.1 % شراب 120 مل URIPAN 0.1% SYRUP 120 ML,0.1%,SYRUP
2450,DOLCYL 6 MG 30 TAB,دولسيل 6 مجم 30 قرص,66.0,dolcyl 6 mg 30 tablet,دولسيل 6 mg 30 tablet,دولسيل 6 مجم 30 قرص DOLCYL 6 MG 30 TAB,6MG,
2453,DOWNSTEROLIN 10MG/40 MG 28 TAB,داونستيرولين 10/40 مجم 28 قرص,120.0,downsterolin 10mg40 mg 28 tablet,داونستيرولين 1040 mg 28 tablet,داونستيرولين 10/40 مجم 28 قرص DOWNSTEROLIN 10MG/40 MG 28 TAB,10MG,
2470,WINDIPINE 5 MG 30 TAB,وينديبين 5 مجم 30 قرص,21.0,windipine 5 mg 30 tablet,وينديبين 5 mg 30 tablet,وينديبين 5 مجم 30 قرص WINDIPINE 5 MG 30 TAB,5MG,
2473,ELICASAL TOPICAL OINT. 30 GM,اليكاسال مرهم 30 جم,34.5,elicasal topical oint 30 gm,اليكاسال ointment 30 g,اليكاسال مرهم 30 جم ELICASAL TOPICAL OINT. 30 GM,30G,
2488,GATISTAR 0.5% EYE DROPS 5 ML,جاتيستار 0.5 % قطرة عين 5 مل,45.0,gatistar 05% eye drops 5 ml,جاتيستار 05 % drops عين 5 ml,جاتيستار 0.5 % قطرة عين 5 مل GATISTAR 0.5% EYE DROPS 5 ML,0.5%,DROPS
2510,AZGOVANC 40/1100 MG 7 CAP,ازجوفانس 40/1100 مجم 7 كبسولة,47.5,azgovanc 401100 mg 7 capsule,ازجوفانس 401100 mg 7 capsule,ازجوفانس 40/1100 مجم 7 كبسولة AZGOVANC 40/1100 MG 7 CAP,1100MG,
2517,ELBAVIT WITH CALCIUM SYRUP 60 ML,البافيت كالسيوم شراب 60 مل,26.0,elbavit with calcium syrup 60 ml,البافيت كالسيوم syrup 60 ml,البافيت كالسيوم شراب 60 مل ELBAVIT WITH CALCIUM SYRUP 60 ML,60ML,SYRUP
2520,RESPATIO 20 MG 20 TAB,ريسباتيو 20 مجم 20 قرص,94.0,respatio 20 mg 20 tablet,ريسباتيو 20 mg 20 tablet,ريسباتيو 20 مجم 20 قرص RESPATIO 20 MG 20 TAB,20MG,
2521,EZAPRIL 20 MG 20 TAB,ايزابريل 20 مجم 20 قرص,32.0,ezapril 20 mg 20 tablet,ايزابريل 20 mg 20 tablet,ايزابريل 20 مجم 20 قرص EZAPRIL 20 MG 20 TAB,20MG,
2529,CARDURA 1 MG 21 TAB,كاردورا 1 مجم 21 قرص,58.5,cardura 1 mg 21 tablet,كاردورا 1 mg 21 tablet,كاردورا 1 مجم 21 قرص CARDURA 1 MG 21 TAB,1MG,
2542,IMMULANT SYRUP 120 ML,اميولانت ان شراب 120 مل,30.0,immulant syrup 120 ml,اميولانت ان syrup 120 ml,اميولانت ان شراب 120 مل IMMULANT SYRUP 120 ML,120ML,SYRUP
3501,URICONTROL 2 MG 10 TAB,يوريكونترول 2مجم 10قرص,18.0,uricontrol 2 mg 10 tablet,يوريكونترول 2مجم 10قرص,يوريكونترول 2مجم 10قرص URICONTROL 2 MG 10 TAB,2MG,
2570,SELOKENZOC S.R 200 MG 28 TAB,سيلوكينزوك 200 مجم 28 قرص ممتد المفعول,103.0,selokenzoc sr 200 mg 28 tablet,سيلوكينزوك 200 mg 28 tablet ممتد المفعول,سيلوكينزوك 200 مجم 28 قرص ممتد المفعول SELOKENZOC S.R 200 MG 28 TAB,200MG,
3516,CANDALKAN 4 MG 14 TAB,كاندلكان 4 مجم 14 قرص,40.0,candalkan 4 mg 14 tablet,كاندلكان 4 mg 14 tablet,كاندلكان 4 مجم 14 قرص CANDALKAN 4 MG 14 TAB,4MG,
3517,ZINCODERM CREAM 50 GM,زنكوديرم كريم 50 جم,60.0,zincoderm cream 50 gm,زنكوديرم cream 50 g,زنكوديرم كريم 50 جم ZINCODERM CREAM 50 GM,50G,CREAM
2599,ANTOX 30 TAB,انتوكس 30 قرص,60.0,antox 30 tablet,انتوكس 30 tablet,انتوكس 30 قرص ANTOX 30 TAB,,
2610,DIPROSALIC OINT. 15 GM,ديبروساليك مرهم 15 جم,13.0,diprosalic oint 15 gm,ديبروساليك ointment 15 g,ديبروساليك مرهم 15 جم DIPROSALIC OINT. 15 GM,15G,
3545,VIAVAG 100 MG 10 TAB,فيافاج 100 مجم 10 قرص,55.0,viavag 100 mg 10 tablet,فيافاج 100 mg 10 tablet,فيافاج 100 مجم 10 قرص VIAVAG 100 MG 10 TAB,100MG,
2620,NOVISTORIC 10 MG 14 TAB,نوفيستوريك 10 مجم 14 قرص,38.0,novistoric 10 mg 14 tablet,نوفيستوريك 10 mg 14 tablet,نوفيستوريك 10 مجم 14 قرص NOVISTORIC 10 MG 14 TAB,10MG,
2628,OMEZ 10 MG 14 CAP,اوميز 10 مجم 14 كبسول,40.0,omez 10 mg 14 capsule,اوميز 10 mg 14 كبسول,اوميز 10 مجم 14 كبسول OMEZ 10 MG 14 CAP,10MG,
3562,TORSERETIC 5 MG 30 TAB,تورسيريتك 5 مجم 30 قرص,42.0,torseretic 5 mg 30 tablet,تورسيريتك 5 mg 30 tablet,تورسيريتك 5 مجم 30 قرص TORSERETIC 5 MG 30 TAB,5MG,
2629,DOXIRAZOL 30 MG 14 CAP,دوكسيرازول 30 مجم 14 كبسول,44.25,doxirazol 30 mg 14 capsule,دوكسيرازول 30 mg 14 كبسول,دوكسيرازول 30 مجم 14 كبسول DOXIRAZOL 30 MG 14 CAP,30MG,
2635,PERFECT CARE SOLUTION 120 ML,بيرفكت كير محلول عدسات 120 مل,100.0,perfect care solution 120 ml,بيرفكت كير solution عدسات 120 ml,بيرفكت كير محلول عدسات 120 مل PERFECT CARE SOLUTION 120 ML,120ML,SOLUTION
3580,ZESTRIL 5 MG 10 TAB,زيستريل 5 مجم 10 قرص,20.5,zestril 5 mg 10 tablet,زيستريل 5 mg 10 tablet,زيستريل 5 مجم 10 قرص ZESTRIL 5 MG 10 TAB,5MG,
3586,MELLITOFIX MET 5MG/1000 MG 30 TAB,ميليتوفكس مت 5/1000 مجم 30 قرص,163.5,mellitofix met 5mg1000 mg 30 tablet,ميليتوفكس مت 51000 mg 30 tablet,ميليتوفكس مت 5/1000 مجم 30 قرص MELLITOFIX MET 5MG/1000 MG 30 TAB,5MG,
2662,FELDENE DISPERS 20 MG 10 TAB,فلدين 20 مجم 10 قرص قابل للذوبان,28.0,feldene dispers 20 mg 10 tablet,فلدين 20 mg 10 tablet قابل للذوبان,فلدين 20 مجم 10 قرص قابل للذوبان FELDENE DISPERS 20 MG 10 TAB,20MG,
3598,BRAN-MEPACO 60 CAP,بران 60 كبسولة ميباكو,30.0,branmepaco 60 capsule,بران 60 capsule ميباكو,بران 60 كبسولة ميباكو BRAN-MEPACO 60 CAP,,
3640,PSYCHODAL 3 MG 30 TAB,سيكودال 3 مجم 30 قرص,198.0,psychodal 3 mg 30 tablet,سيكودال 3 mg 30 tablet,سيكودال 3 مجم 30 قرص PSYCHODAL 3 MG 30 TAB,3MG,
3667,DOLCYL 2 MG 30 TAB,دولسيل 2 مجم 30 قرص,36.0,dolcyl 2 mg 30 tablet,دولسيل 2 mg 30 tablet,دولسيل 2 مجم 30 قرص DOLCYL 2 MG 30 TAB,2MG,
3683,EDEMEX 1 MG 20 TAB,اديمكس 1 مجم 20 قرص,18.0,edemex 1 mg 20 tablet,اديمكس 1 mg 20 tablet,اديمكس 1 مجم 20 قرص EDEMEX 1 MG 20 TAB,1MG,
2750,OREX SOLUTION 60 ML,اوركس بخاخ بالفم 60 مل,68.0,orex solution 60 ml,اوركس بخاخ بالفم 60 ml,اوركس بخاخ بالفم 60 مل OREX SOLUTION 60 ML,60ML,SOLUTION
3701,ZINCODERM LOTION 120 ML,زنكوديرم لوسيون موضعي 120 مل,55.0,zincoderm lotion 120 ml,زنكوديرم لوسيون موضعي 120 ml,زنكوديرم لوسيون موضعي 120 مل ZINCODERM LOTION 120 ML,120ML,
3711,PSYCHODAL 2 MG 30 TAB,سيكودال 2 مجم 30 قرص,126.0,psychodal 2 mg 30 tablet,سيكودال 2 mg 30 tablet,سيكودال 2 مجم 30 قرص PSYCHODAL 2 MG 30 TAB,2MG,
2793,DOLCYL 3 MG 30 TAB,دولسيل 3 مجم 30 قرص,40.5,dolcyl 3 mg 30 tablet,دولسيل 3 mg 30 tablet,دولسيل 3 مجم 30 قرص DOLCYL 3 MG 30 TAB,3MG,
2799,SWEETAL 100 SOLUBLE TAB,سويتال 100 قرص,60.0,sweetal 100 soluble tablet,سويتال 100 tablet,سويتال 100 قرص SWEETAL 100 SOLUBLE TAB,,
3734,CONJYCLEAR 0.1% EYE DROP 5 ML,كونجي كلير 1 مجم/ مل قطرة عين 5 مل,22.0,conjyclear 01% eye drops 5 ml,كونجي كلير 1 mg ml drops عين 5 ml,كونجي كلير 1 مجم/ مل قطرة عين 5 مل CONJYCLEAR 0.1% EYE DROP 5 ML,0.1%,
2811,VASCULAR 20 MG 20 TAB,فاسكولار 20 مجم 20 قرص,18.0,vascular 20 mg 20 tablet,فاسكولار 20 mg 20 tablet,فاسكولار 20 مجم 20 قرص VASCULAR 20 MG 20 TAB,20MG,
3752,FASTEL 180 MG 20 TAB,فاستل 180 مجم 20 قرص,54.0,fastel 180 mg 20 tablet,فاستل 180 mg 20 tablet,فاستل 180 مجم 20 قرص FASTEL 180 MG 20 TAB,180MG,
3770,OCTOVENT CR 4 MG 20 TAB,اكتوفنت سي آر 4 مجم 20 قرص,12.0,octovent cr 4 mg 20 tablet,اكتوفنت سي آر 4 mg 20 tablet,اكتوفنت سي آر 4 مجم 20 قرص OCTOVENT CR 4 MG 20 TAB,4MG,
